,Timestamp,Score,subj,question,answer_hm,question_en,question (Korean),Name or Initials 이름 또는 이니셜 ,qid,category,l2_category,options,answer_type,question_kr,answer,score,index,question_type,image_id,answers,multiple_choice_answer,processed_output,acc
976,2025-09-15 13:14:29.951,0,성민석,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",yes,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.947,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
977,2025-09-15 14:31:01.540,0,Kathy,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
978,2025-09-15 14:48:47.065,0,Winnie,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",yes,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.947,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
979,2025-09-15 17:19:03.562,0,안덕현,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",yes,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.947,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
980,2025-09-16 07:47:54.290,0,성희,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
981,2025-09-16 16:55:07.364,0,박지윤,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
982,2025-09-17 12:05:01.035,0,박정원,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
983,2025-09-17 13:16:13.572,0,Cm,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",yes,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.947,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
984,2025-09-17 15:00:50.905,0,박호조,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
985,2025-09-23 13:22:40.894,0,Dowon Hwang,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",yes,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.947,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
986,2025-09-23 14:08:58.993,0,조희승,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
987,2025-09-24 08:29:43.373,0,EJ,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
988,2025-09-30 11:36:25.791,0,BJH,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",yes,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.947,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
989,2025-11-04 17:34:57.794,0,JJH,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
990,2025-11-06 18:14:51.018,0,JMG,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",yes,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.947,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,yes,1.0
991,2025-11-12 19:11:16.883,0,김두연,"Is a woman playing with her hair?
여자가 머리를 가지고 놀고 있나요?",no,Is a woman playing with her hair?,여자가 머리를 가지고 놀고 있나요?,,530313001.0,,,,text,여자가 머리를 가지고 놀고 있나요?,,0.787,54.0,is,,"['yes', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'yes', 'yes', 'yes']",,no,0.6666666666666666
992,2025-09-15 13:14:29.951,0,성민석,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
993,2025-09-15 14:31:01.540,0,Kathy,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
994,2025-09-15 14:48:47.065,0,Winnie,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
995,2025-09-15 17:19:03.562,0,안덕현,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
996,2025-09-16 07:47:54.290,0,성희,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
997,2025-09-16 16:55:07.364,0,박지윤,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
998,2025-09-17 12:05:01.035,0,박정원,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
999,2025-09-17 13:16:13.572,0,Cm,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
1000,2025-09-17 15:00:50.905,0,박호조,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
1001,2025-09-23 13:22:40.894,0,Dowon Hwang,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1002,2025-09-23 14:08:58.993,0,조희승,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
1003,2025-09-24 08:29:43.373,0,EJ,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1004,2025-09-30 11:36:25.791,0,BJH,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
1005,2025-11-04 17:34:57.794,0,JJH,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
1006,2025-11-06 18:14:51.018,0,JMG,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",no,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.92,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1007,2025-11-12 19:11:16.883,0,김두연,"Are there any napkins in this photo?
이 장면에 냅킨이 있나요?",yes,Are there any napkins in this photo?,이 장면에 냅킨이 있나요?,,297819007.0,,,,text,이 사진에 냅킨이 있나요?,,0.814,13.0,are there any,,"['no', 'yes', 'yes', 'no', 'yes', 'no', 'no', 'no', 'no', 'no']",,yes,1.0
1008,2025-09-15 13:14:29.951,0,성민석,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1009,2025-09-15 14:31:01.540,0,Kathy,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1010,2025-09-15 14:48:47.065,0,Winnie,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1011,2025-09-15 17:19:03.562,0,안덕현,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1012,2025-09-16 07:47:54.290,0,성희,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1013,2025-09-16 16:55:07.364,0,박지윤,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",no,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,no,1.0
1014,2025-09-17 12:05:01.035,0,박정원,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1015,2025-09-17 13:16:13.572,0,Cm,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1016,2025-09-17 15:00:50.905,0,박호조,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1017,2025-09-23 13:22:40.894,0,Dowon Hwang,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1018,2025-09-23 14:08:58.993,0,조희승,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1019,2025-09-24 08:29:43.373,0,EJ,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1020,2025-09-30 11:36:25.791,0,BJH,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1021,2025-11-04 17:34:57.794,0,JJH,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1022,2025-11-06 18:14:51.018,0,JMG,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1023,2025-11-12 19:11:16.883,0,김두연,"Does this room have warm lighting?
이 방에 따뜻한 조명이 있나요?",yes,Does this room have warm lighting?,이 방에 따뜻한 조명이 있나요?,,435208011.0,,,,text,이 방에 따뜻한 조명이 있나요?,,0.867,57.0,does this,,"['yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no', 'no']",,yes,1.0
1024,2025-09-15 13:14:29.951,0,성민석,"Is he standing in another boat?
그는 다른 배에 서 있나요?",yes,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,0.734,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
1025,2025-09-15 14:31:01.540,0,Kathy,"Is he standing in another boat?
그는 다른 배에 서 있나요?",yes,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,0.734,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
1026,2025-09-15 14:48:47.065,0,Winnie,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1027,2025-09-15 17:19:03.562,0,안덕현,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1028,2025-09-16 07:47:54.290,0,성희,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1029,2025-09-16 16:55:07.364,0,박지윤,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1030,2025-09-17 12:05:01.035,0,박정원,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1031,2025-09-17 13:16:13.572,0,Cm,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1032,2025-09-17 15:00:50.905,0,박호조,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1033,2025-09-23 13:22:40.894,0,Dowon Hwang,"Is he standing in another boat?
그는 다른 배에 서 있나요?",yes,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,0.734,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
1034,2025-09-23 14:08:58.993,0,조희승,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1035,2025-09-24 08:29:43.373,0,EJ,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1036,2025-09-30 11:36:25.791,0,BJH,"Is he standing in another boat?
그는 다른 배에 서 있나요?",yes,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,0.734,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
1037,2025-11-04 17:34:57.794,0,JJH,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1038,2025-11-06 18:14:51.018,0,JMG,"Is he standing in another boat?
그는 다른 배에 서 있나요?",no,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,1.0,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,no,1.0
1039,2025-11-12 19:11:16.883,0,김두연,"Is he standing in another boat?
그는 다른 배에 서 있나요?",yes,Is he standing in another boat?,그는 다른 배에 서 있나요?,,318998002.0,,,,text,그는 다른 배에 서 있나요?,,0.734,31.0,is he,,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",,yes,0.0
1040,2025-09-15 13:14:29.951,0,성민석,"Are you behind a net?
그물 뒤에 있나요?",no,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.947,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,no,1.0
1041,2025-09-15 14:31:01.540,0,Kathy,"Are you behind a net?
그물 뒤에 있나요?",no,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.947,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,no,1.0
1042,2025-09-15 14:48:47.065,0,Winnie,"Are you behind a net?
그물 뒤에 있나요?",yes,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.787,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,yes,0.6666666666666666
1043,2025-09-15 17:19:03.562,0,안덕현,"Are you behind a net?
그물 뒤에 있나요?",yes,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.787,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,yes,0.6666666666666666
1044,2025-09-16 07:47:54.290,0,성희,"Are you behind a net?
그물 뒤에 있나요?",no,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.947,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,no,1.0
1045,2025-09-16 16:55:07.364,0,박지윤,"Are you behind a net?
그물 뒤에 있나요?",no,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.947,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,no,1.0
1046,2025-09-17 12:05:01.035,0,박정원,"Are you behind a net?
그물 뒤에 있나요?",yes,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.787,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,yes,0.6666666666666666
1047,2025-09-17 13:16:13.572,0,Cm,"Are you behind a net?
그물 뒤에 있나요?",yes,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.787,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,yes,0.6666666666666666
1048,2025-09-17 15:00:50.905,0,박호조,"Are you behind a net?
그물 뒤에 있나요?",yes,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.787,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,yes,0.6666666666666666
1049,2025-09-23 13:22:40.894,0,Dowon Hwang,"Are you behind a net?
그물 뒤에 있나요?",no,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.947,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,no,1.0
1050,2025-09-23 14:08:58.993,0,조희승,"Are you behind a net?
그물 뒤에 있나요?",no,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.947,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,no,1.0
1051,2025-09-24 08:29:43.373,0,EJ,"Are you behind a net?
그물 뒤에 있나요?",no,Are you behind a net?,그물 뒤에 있나요?,,325568007.0,,,,text,그물 뒤에 있나요?,,0.947,59.0,are,,"['no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'yes', 'no']",,no,1.0
